episode,score,steps,epsilon,loss,avg_v
4288,44,9,0.9035,23.9592,452.0529
4289,180,21,0.9035,23.3304,463.8937
4290,38,9,0.9035,19.9068,458.2704
4291,81,14,0.9035,24.5379,461.6620
4292,74,13,0.9034,38.3839,467.6755
4293,34,7,0.9034,28.5352,458.7240
4294,76,14,0.9034,23.0087,464.5805
4295,39,10,0.9034,18.6548,454.8483
4296,59,13,0.9033,20.2435,456.4160
4297,30,9,0.9033,30.9347,447.1903
4298,49,10,0.9033,25.4202,457.6600
4299,79,14,0.9033,25.5630,457.1831
4300,41,10,0.9032,26.2281,458.5267
4301,77,15,0.9032,29.7307,450.9887
4302,37,8,0.9032,23.6192,453.9425
4303,118,13,0.9032,27.0149,466.1569
4304,32,9,0.9032,23.3586,444.7589
4305,170,20,0.9031,19.7407,474.2068
4306,93,16,0.9031,31.5270,469.4546
4307,76,14,0.9031,34.8973,465.2076
4308,39,8,0.9031,25.1538,467.9641
4309,51,10,0.9030,32.7197,454.3127
4310,117,14,0.9030,31.2017,468.7702
4311,32,8,0.9030,23.4300,454.5497
4312,141,17,0.9030,21.5048,473.6850
4313,29,7,0.9030,22.7446,450.4308
4314,28,7,0.9029,45.3982,448.5417
4315,94,18,0.9029,27.5103,466.3571
4316,181,18,0.9029,26.4077,476.4089
4317,77,12,0.9029,20.5105,461.7950
4318,35,9,0.9028,21.4227,456.2435
4319,77,14,0.9028,21.3317,453.3959
4320,79,14,0.9028,19.6792,454.1178
4321,56,9,0.9028,32.0489,461.4449
4322,58,12,0.9028,28.3993,454.1074
4323,31,7,0.9027,33.7138,455.3083
4324,59,10,0.9027,17.3397,461.5530
4325,37,9,0.9027,13.9228,458.4159
4326,159,20,0.9027,27.8152,475.4377
4327,49,9,0.9026,33.6718,456.8911
4328,33,7,0.9026,26.3884,464.3349
4329,71,10,0.9026,25.2666,466.0273
4330,48,12,0.9026,25.7198,451.8277
4331,56,11,0.9026,30.9018,463.9623
4332,30,8,0.9025,25.6019,452.1734
4333,30,9,0.9025,24.9336,456.3686
4334,75,10,0.9025,35.6542,476.6455
4335,40,10,0.9025,20.0229,470.7641
4336,78,15,0.9024,27.4356,461.1905
4337,58,13,0.9024,27.1242,462.0191
4338,42,9,0.9024,19.7209,446.9372
4339,61,13,0.9024,30.8149,472.1198
4340,42,11,0.9023,28.3169,455.0709
4341,44,11,0.9023,27.1746,449.4915
4342,37,10,0.9023,29.9700,460.2805
4343,34,9,0.9023,26.6581,457.9554
4344,61,14,0.9023,27.8913,477.9915
4345,58,12,0.9022,18.3371,445.4943
4346,80,12,0.9022,23.6763,466.4473
4347,86,15,0.9022,24.1203,472.4223
4348,36,10,0.9022,32.3292,454.7409
4349,39,9,0.9021,32.5556,475.6351
4350,25,8,0.9021,28.2921,448.7085
4351,54,10,0.9021,19.3525,462.7633
4352,38,10,0.9021,19.6860,450.7063
4353,77,16,0.9021,19.3011,447.2472
4354,32,10,0.9020,24.4796,447.0495
4355,36,9,0.9020,23.4205,459.2002
4356,74,14,0.9020,35.7248,462.0064
4357,37,10,0.9020,32.7966,465.1632
4358,92,18,0.9019,23.1384,477.5301
4359,36,9,0.9019,32.6742,458.2323
4360,22,6,0.9019,30.8833,459.2410
4361,122,17,0.9019,27.5878,470.7237
4362,96,16,0.9019,25.5558,461.9003
4363,110,18,0.9018,29.9826,468.6037
4364,59,12,0.9018,25.4978,477.3019
4365,32,9,0.9018,34.4258,461.0474
4366,56,12,0.9018,26.7780,466.5881
4367,52,11,0.9017,27.2789,455.0913
4368,55,11,0.9017,29.8455,462.3757
4369,33,8,0.9017,20.5176,464.8152
4370,45,11,0.9017,22.5380,463.3353
4371,56,12,0.9017,34.3367,457.6939
4372,37,10,0.9016,30.4254,455.9064
4373,128,14,0.9016,30.1183,487.3845
4374,272,19,0.9016,29.5289,474.7674
4375,41,10,0.9016,33.0741,461.9841
4376,44,10,0.9015,23.8106,470.4899
4377,37,9,0.9015,22.2793,465.2042
4378,32,9,0.9015,18.8279,450.9416
4379,43,10,0.9015,24.9364,468.8748
4380,42,10,0.9014,33.3263,470.5559
4381,51,12,0.9014,28.3546,459.1341
4382,43,12,0.9014,22.5519,478.5253
4383,30,7,0.9014,26.4368,461.2809
4384,57,13,0.9014,24.9865,463.3263
4385,118,16,0.9013,32.7175,469.1454
4386,94,16,0.9013,24.1096,473.6915
4387,57,10,0.9013,23.3960,471.7052
4388,82,12,0.9013,26.4493,465.6154
4389,39,11,0.9012,33.2955,464.0311
4390,54,12,0.9012,25.1899,462.0139
4391,63,12,0.9012,31.8522,476.3020
4392,34,9,0.9012,25.9445,456.8793
4393,136,22,0.9012,23.2910,468.7335
4394,93,14,0.9011,26.9032,463.1332
4395,60,11,0.9011,28.3041,471.9151
4396,33,8,0.9011,25.9780,454.6383
4397,39,8,0.9011,32.3897,465.1835
4398,54,12,0.9010,28.3662,471.2780
4399,115,17,0.9010,19.9516,483.3703
4400,38,11,0.9010,19.9363,469.9192
4401,54,13,0.9010,30.6962,471.0464
4402,120,15,0.9010,33.1853,466.5231
4403,76,14,0.9009,21.4704,466.8814
4404,28,8,0.9009,26.5951,459.3386
4405,52,11,0.9009,23.4450,470.5045
4406,41,10,0.9009,21.3492,462.3951
4407,36,9,0.9008,21.7660,461.5908
4408,52,11,0.9008,32.2878,472.2928
4409,37,9,0.9008,20.0091,472.3074
4410,75,11,0.9008,24.2368,472.5104
4411,58,12,0.9008,35.3558,469.7637
4412,33,8,0.9007,20.1243,472.3344
4413,66,14,0.9007,22.3749,461.4464
4414,63,14,0.9007,40.6331,481.3264
4415,224,17,0.9007,24.0137,482.2068
4416,112,19,0.9006,37.1202,459.6707
4417,244,20,0.9006,25.5519,476.8998
4418,34,8,0.9006,38.5042,464.2451
4419,25,6,0.9006,11.7024,455.2625
4420,38,10,0.9005,31.8738,467.6422
4421,58,12,0.9005,21.3149,477.8031
4422,104,16,0.9005,21.9128,472.1100
4423,62,13,0.9005,24.0410,474.2640
4424,38,9,0.9005,25.6894,466.2241
4425,53,11,0.9004,26.3111,465.2225
4426,169,23,0.9004,30.2796,479.2398
4427,78,11,0.9004,23.3066,489.6789
4428,198,19,0.9004,24.4708,481.3942
4429,35,11,0.9003,23.5042,459.0639
4430,31,8,0.9003,32.3482,466.1626
4431,100,14,0.9003,33.4995,484.2941
4432,39,9,0.9003,32.2588,462.4552
4433,97,16,0.9003,27.1912,465.6719
4434,40,11,0.9002,30.4190,458.1105
4435,27,7,0.9002,25.3044,458.4209
4436,29,8,0.9002,24.1995,464.1439
4437,86,13,0.9002,22.5473,484.2559
4438,40,10,0.9001,21.8355,469.0008
4439,74,12,0.9001,17.4959,466.1134
4440,56,10,0.9001,26.7002,480.6842
4441,154,19,0.9001,24.8769,487.0857
4442,38,9,0.9001,27.9567,459.0845
4443,35,8,0.9000,28.3887,483.4523
4444,47,9,0.9000,26.4013,472.3512
4445,43,10,0.9000,28.1969,465.7937
4446,61,14,0.9000,19.0021,467.1457
4447,34,8,0.8999,24.7464,476.2035
4448,121,18,0.8999,25.5020,482.7260
4449,92,14,0.8999,34.5431,493.4530
4450,50,10,0.8999,28.5435,476.2875
4451,85,17,0.8999,21.5695,477.4705
4452,61,12,0.8998,24.4353,493.4851
4453,28,7,0.8998,27.0541,471.0647
4454,33,9,0.8998,28.1706,477.1063
4455,57,13,0.8998,33.5178,468.9826
4456,70,12,0.8997,17.5267,483.7963
4457,42,10,0.8997,18.8789,480.9340
4458,83,12,0.8997,24.3090,477.6440
4459,35,9,0.8997,24.1070,474.5836
4460,175,18,0.8996,27.2605,475.3360
4461,47,9,0.8996,17.0165,474.0686
4462,87,15,0.8996,22.9790,486.3314
4463,59,13,0.8996,25.5637,467.8789
4464,37,9,0.8996,34.5121,481.8386
4465,32,8,0.8995,34.7136,465.0036
4466,55,10,0.8995,19.8762,480.1544
4467,36,10,0.8995,33.3457,472.0295
4468,28,7,0.8995,20.7587,475.6042
4469,66,13,0.8994,32.2741,496.2543
4470,53,11,0.8994,19.1088,477.6857
4471,47,10,0.8994,23.5982,472.9287
4472,120,14,0.8994,38.0810,474.8037
4473,38,9,0.8994,33.2659,468.2530
4474,186,22,0.8993,27.2008,477.5807
4475,35,9,0.8993,29.3242,474.2582
4476,83,15,0.8993,16.9924,467.3815
4477,118,18,0.8993,33.7226,482.5501
4478,36,9,0.8992,24.2676,461.6908
4479,54,12,0.8992,29.0814,477.9970
4480,59,13,0.8992,27.5331,485.7366
4481,80,15,0.8992,22.4369,480.5622
4482,31,6,0.8992,28.5264,478.1793
4483,73,13,0.8991,24.0483,486.6241
4484,58,11,0.8991,20.7589,472.2004
4485,59,12,0.8991,23.3584,479.8173
4486,55,9,0.8991,31.7089,488.7636
4487,158,17,0.8990,26.9122,486.5307
4488,121,16,0.8990,22.8055,488.6195
4489,38,11,0.8990,18.9872,472.0051
4490,115,13,0.8990,28.2311,477.8266
4491,112,17,0.8990,28.2800,466.1101
4492,39,11,0.8989,26.3674,470.3613
4493,41,11,0.8989,24.6842,478.6997
4494,36,9,0.8989,25.0524,476.0513
4495,39,8,0.8989,30.6827,481.7659
4496,38,9,0.8988,30.1430,482.5779
4497,29,7,0.8988,27.6269,473.0305
4498,76,11,0.8988,33.9938,469.3021
4499,40,11,0.8988,28.3023,479.5894
4500,33,8,0.8987,26.0724,466.2549
4501,108,20,0.8987,21.1725,486.1411
4502,51,11,0.8987,29.0085,476.8842
4503,47,12,0.8987,31.1777,482.5337
4504,62,12,0.8987,29.4865,489.1247
4505,43,11,0.8986,17.2484,490.0490
4506,89,14,0.8986,25.3202,471.7236
4507,82,14,0.8986,34.6057,474.4011
4508,116,12,0.8986,28.7207,479.9983
4509,86,16,0.8985,23.5006,466.8035
4510,44,10,0.8985,13.9131,469.9050
4511,59,14,0.8985,26.4275,476.6983
4512,46,10,0.8985,23.9478,478.3325
4513,35,8,0.8985,26.5533,483.1440
4514,79,12,0.8984,24.3319,488.6354
4515,44,15,0.8984,29.1264,471.7540
4516,36,10,0.8984,25.0880,473.0172
4517,41,11,0.8984,30.0914,466.6520
4518,25,6,0.8983,15.5444,469.6427
4519,177,24,0.8983,24.2861,477.8774
4520,72,10,0.8983,26.8506,479.7568
4521,52,11,0.8983,34.0148,480.1735
4522,42,9,0.8983,25.7340,488.8682
4523,39,9,0.8982,35.9158,472.7965
4524,175,17,0.8982,22.3291,496.1705
4525,56,10,0.8982,23.8851,484.6529
4526,121,16,0.8982,26.8211,478.7396
4527,23,6,0.8981,31.4314,468.9383
4528,115,12,0.8981,40.8327,486.4297
4529,59,13,0.8981,22.7253,478.1451
4530,31,7,0.8981,29.8171,482.3408
4531,74,15,0.8981,31.6067,484.7250
4532,38,10,0.8980,23.9429,486.3072
4533,34,8,0.8980,26.3058,475.0005
4534,29,8,0.8980,27.2370,475.8633
4535,36,10,0.8980,19.5405,479.3325
4536,42,11,0.8979,29.8666,487.5731
4537,42,12,0.8979,23.0990,473.5756
4538,38,10,0.8979,27.6985,470.9677
4539,80,14,0.8979,33.0133,481.8973
4540,58,12,0.8979,24.5194,475.8392
4541,40,10,0.8978,30.4788,474.7373
4542,42,11,0.8978,30.9655,481.9914
4543,55,10,0.8978,25.5986,491.4033
4544,92,13,0.8978,27.0682,478.2599
4545,30,8,0.8977,28.5675,481.4705
4546,33,9,0.8977,27.9328,481.7103
4547,31,8,0.8977,18.7713,469.4272
4548,54,12,0.8977,33.5023,487.6474
4549,225,20,0.8976,27.5328,503.8348
4550,33,9,0.8976,27.2556,470.7481
4551,81,12,0.8976,26.1103,473.6615
4552,70,13,0.8976,20.1636,476.0170
4553,30,8,0.8976,28.3684,479.8031
4554,35,10,0.8975,28.8281,476.4787
4555,49,9,0.8975,34.7971,479.1872
4556,31,8,0.8975,34.7114,475.0908
4557,121,16,0.8975,33.1563,490.1601
4558,108,17,0.8974,31.6657,486.2665
4559,51,11,0.8974,32.2263,476.1251
4560,35,10,0.8974,35.7042,465.8258
4561,38,10,0.8974,27.1431,475.7306
4562,53,11,0.8974,27.8894,475.4808
4563,51,11,0.8973,16.0146,473.9469
4564,29,6,0.8973,28.3881,470.6162
4565,68,11,0.8973,20.3613,471.1469
4566,45,11,0.8973,30.0613,488.0512
4567,115,14,0.8972,27.9029,485.6294
4568,33,9,0.8972,22.3095,473.5880
4569,51,12,0.8972,22.6742,467.4420
4570,38,10,0.8972,26.0056,472.9209
4571,41,9,0.8972,20.3030,471.9393
4572,84,13,0.8971,35.2640,482.5915
4573,57,13,0.8971,34.6561,474.2845
4574,75,12,0.8971,27.3625,489.4720
4575,37,10,0.8971,19.2309,472.4840
4576,66,12,0.8970,27.3009,474.3543
4577,34,9,0.8970,22.2357,486.0999
4578,42,14,0.8970,24.7438,478.3439
4579,165,18,0.8970,27.3093,495.6240
4580,37,10,0.8970,31.0514,488.6636
4581,60,12,0.8969,27.2201,490.5481
4582,62,13,0.8969,26.7852,486.0562
4583,37,9,0.8969,35.3036,475.6095
4584,82,10,0.8969,32.0296,487.6723
4585,58,11,0.8968,20.4163,482.6674
4586,112,16,0.8968,27.9425,498.8557
4587,36,9,0.8968,33.3379,475.5667
4588,78,12,0.8968,27.2069,484.6733
4589,42,12,0.8967,29.0566,473.6140
4590,60,11,0.8967,32.4777,487.3842
4591,33,8,0.8967,22.8181,480.7450
4592,31,10,0.8967,30.2322,470.6909
4593,34,8,0.8967,26.6298,477.9759
4594,40,9,0.8966,18.9695,481.7228
4595,75,14,0.8966,26.8920,486.8051
4596,55,13,0.8966,19.1280,478.4043
4597,93,16,0.8966,38.0101,484.0896
4598,48,10,0.8965,28.5747,488.7221
4599,42,11,0.8965,17.4713,484.9293
4600,53,10,0.8965,26.7672,484.0530
4601,49,10,0.8965,25.2579,475.5971
4602,63,14,0.8965,28.8163,477.8179
4603,58,11,0.8964,27.5743,476.6063
4604,55,12,0.8964,35.7985,462.8465
4605,54,12,0.8964,34.4407,477.6178
4606,51,8,0.8964,18.3878,482.1172
4607,54,11,0.8963,37.1967,478.8375
4608,228,18,0.8963,25.0680,490.2738
4609,33,8,0.8963,17.9388,475.6681
4610,112,14,0.8963,28.6362,487.7640
4611,58,13,0.8963,34.2558,466.9623
4612,231,20,0.8962,19.7762,498.9862
4613,32,8,0.8962,27.1022,480.8388
4614,83,11,0.8962,20.8809,493.3022
4615,48,11,0.8962,24.4773,487.6699
4616,31,6,0.8961,34.3840,477.9852
4617,44,11,0.8961,25.1672,491.9394
4618,38,10,0.8961,33.5345,478.0175
4619,33,10,0.8961,17.4545,473.0699
4620,42,9,0.8961,29.7528,487.7415
4621,85,14,0.8960,19.6241,494.4368
4622,73,15,0.8960,22.6253,491.8309
4623,27,7,0.8960,36.6465,488.2249
4624,61,13,0.8960,38.9143,490.5963
4625,36,10,0.8959,38.9928,479.9755
4626,52,10,0.8959,25.7695,482.9275
4627,41,11,0.8959,32.6451,488.7379
4628,45,10,0.8959,32.4151,492.1514
4629,84,13,0.8958,29.3291,493.4602
4630,86,14,0.8958,19.6421,491.2404
4631,34,8,0.8958,20.9777,472.3903
4632,60,13,0.8958,24.2350,485.6428
4633,35,10,0.8958,29.2726,483.3233
4634,183,21,0.8957,24.6316,490.4998
4635,42,9,0.8957,28.3291,494.5916
4636,71,13,0.8957,32.9797,481.5829
4637,89,15,0.8957,28.0911,490.5939
4638,34,7,0.8956,32.4249,492.1735
4639,83,13,0.8956,30.7317,485.1470
4640,51,10,0.8956,20.3519,491.7403
4641,226,25,0.8956,29.4618,499.2512
4642,94,15,0.8956,30.8837,490.0276
4643,42,12,0.8955,28.8173,489.0561
4644,57,11,0.8955,29.9499,475.5588
4645,41,12,0.8955,27.1646,475.3246
4646,58,12,0.8955,33.3139,484.4308
4647,84,12,0.8954,28.7415,489.2600
4648,83,13,0.8954,18.0121,488.2108
4649,46,9,0.8954,19.0416,481.0086
4650,59,13,0.8954,27.1867,488.8551
4651,51,10,0.8954,17.4665,477.3292
4652,34,8,0.8953,30.8357,484.5445
4653,58,15,0.8953,19.2613,485.4271
4654,58,12,0.8953,35.9112,481.2983
4655,45,10,0.8953,30.9361,491.0284
4656,160,18,0.8952,23.5607,494.3184
4657,164,16,0.8952,32.1675,482.5911
4658,34,9,0.8952,22.5470,477.8480
4659,110,14,0.8952,25.4318,505.7031
4660,42,10,0.8952,21.5874,481.8825
4661,39,10,0.8951,25.6086,476.9954
4662,128,17,0.8951,29.8511,491.8420
4663,40,10,0.8951,19.4912,485.3592
4664,34,8,0.8951,29.0168,481.7336
4665,39,10,0.8950,29.5916,490.4217
4666,41,11,0.8950,25.1449,486.6929
4667,96,14,0.8950,17.4433,495.3675
4668,67,12,0.8950,27.9174,493.3342
4669,50,11,0.8949,36.1336,483.8974
4670,59,12,0.8949,31.6128,488.3846
4671,35,7,0.8949,29.5674,496.4135
4672,90,17,0.8949,30.1888,492.4933
4673,51,11,0.8949,21.1862,495.1565
4674,41,11,0.8948,14.7807,483.8829
4675,85,13,0.8948,19.2649,495.6932
4676,36,9,0.8948,22.6805,469.4517
4677,33,9,0.8948,29.6408,474.6718
4678,37,8,0.8947,28.8724,475.8538
4679,39,10,0.8947,23.8038,481.0043
4680,121,16,0.8947,32.1734,490.1410
4681,57,11,0.8947,21.8297,478.2141
4682,48,12,0.8947,33.1659,491.3246
4683,73,13,0.8946,35.6557,487.8817
4684,82,12,0.8946,26.4032,483.1932
4685,49,9,0.8946,38.8746,484.8586
4686,26,7,0.8946,30.8103,475.5028
4687,86,13,0.8945,21.7075,494.1120
4688,38,9,0.8945,30.1299,483.0764
4689,109,13,0.8945,26.7732,500.1351
4690,37,11,0.8945,16.4977,467.3622
4691,121,16,0.8945,32.3817,496.0993
4692,58,14,0.8944,38.8622,483.0791
4693,73,12,0.8944,31.6997,495.8085
4694,36,7,0.8944,30.6901,482.4107
4695,72,12,0.8944,28.1069,480.0938
4696,54,11,0.8943,29.7558,487.3848
4697,287,32,0.8943,28.8751,503.4583
4698,36,9,0.8943,25.4413,471.8371
4699,53,11,0.8943,26.0994,487.0008
4700,76,16,0.8942,22.0760,485.5237
4701,35,8,0.8942,33.3225,491.6742
4702,53,11,0.8942,25.0832,491.8031
4703,37,10,0.8942,32.8149,492.6539
4704,60,12,0.8942,26.5317,496.6055
4705,41,11,0.8941,30.3189,482.0324
4706,135,19,0.8941,29.5935,495.5033
4707,79,11,0.8941,32.0778,497.5333
4708,54,10,0.8941,23.4965,486.7633
4709,46,11,0.8940,22.6127,498.2065
4710,39,11,0.8940,36.1047,485.1403
4711,294,22,0.8940,24.8737,491.0090
4712,30,8,0.8940,40.0530,486.2984
4713,35,9,0.8940,22.4672,488.0687
4714,82,17,0.8939,25.4242,507.5114
4715,159,20,0.8939,26.5946,500.8453
4716,226,22,0.8939,21.4559,502.3345
4717,60,14,0.8939,23.2071,494.8856
4718,58,12,0.8938,36.0099,492.4923
4719,35,9,0.8938,26.5741,475.8940
4720,38,7,0.8938,19.3086,490.0288
4721,35,8,0.8938,23.0633,496.3141
4722,215,25,0.8938,22.1595,509.3694
4723,40,10,0.8937,30.9531,484.0793
4724,44,12,0.8937,31.5820,484.6890
4725,58,13,0.8937,30.9374,490.8647
4726,38,11,0.8937,29.6797,496.0418
4727,40,10,0.8936,32.7132,489.4155
4728,37,8,0.8936,26.2677,495.1441
4729,34,8,0.8936,29.0310,484.9537
4730,61,13,0.8936,16.9690,491.3064
4731,56,12,0.8936,33.2152,484.9148
4732,53,11,0.8935,28.2622,485.1581
4733,36,8,0.8935,20.7871,495.3556
4734,53,11,0.8935,30.0044,496.7734
4735,116,18,0.8935,33.9581,505.1962
4736,38,9,0.8934,26.6008,490.0160
4737,60,13,0.8934,33.2287,489.9905
4738,78,16,0.8934,39.0506,491.5643
4739,36,10,0.8934,22.7536,493.7957
4740,118,16,0.8933,22.3506,495.4402
4741,34,9,0.8933,19.0313,490.0462
4742,30,8,0.8933,33.5388,498.7245
4743,33,9,0.8933,31.8943,493.0924
4744,26,7,0.8933,23.3053,484.1052
4745,35,9,0.8932,30.8662,485.2589
4746,37,10,0.8932,31.1384,474.4623
4747,43,10,0.8932,23.0823,499.5695
4748,80,14,0.8932,17.5452,502.4264
4749,50,9,0.8931,17.1494,499.0108
4750,400,20,0.8931,29.3237,509.0374
4751,122,16,0.8931,25.3097,492.5247
4752,172,19,0.8931,25.3449,504.6178
4753,40,9,0.8931,26.7320,491.1905
4754,114,17,0.8930,34.2760,494.9107
4755,56,12,0.8930,30.0636,494.6606
4756,30,7,0.8930,33.7383,486.3463
4757,46,12,0.8930,31.7124,494.9334
4758,43,11,0.8929,34.8315,491.8938
4759,86,14,0.8929,39.1417,504.8768
4760,37,9,0.8929,26.8062,488.3381
4761,33,9,0.8929,32.9189,485.8953
4762,39,10,0.8929,27.4347,491.2347
4763,34,9,0.8928,25.4921,487.7708
4764,117,14,0.8928,41.5920,486.5968
4765,55,13,0.8928,22.5595,497.0147
4766,58,12,0.8928,29.8173,493.7482
4767,26,7,0.8927,25.3820,481.7631
4768,48,10,0.8927,28.1565,485.7134
4769,89,17,0.8927,22.4018,493.1429
4770,32,9,0.8927,26.9300,474.1178
4771,224,20,0.8927,26.2457,521.8790
4772,38,9,0.8926,35.9075,495.8220
4773,88,15,0.8926,27.8101,501.4418
4774,55,11,0.8926,24.0394,499.7857
4775,195,21,0.8926,27.4967,507.4257
4776,55,12,0.8925,35.1468,493.2051
4777,56,14,0.8925,23.5002,481.4258
4778,29,7,0.8925,25.2035,492.2110
4779,29,7,0.8925,33.5042,491.1221
4780,12,3,0.8924,38.5062,481.2353
4781,74,11,0.8924,17.4868,493.7023
4782,82,14,0.8924,36.4795,490.5363
4783,32,8,0.8924,38.4416,488.3464
4784,38,10,0.8924,18.8603,501.8507
4785,38,10,0.8923,31.8424,488.8840
4786,35,9,0.8923,26.7643,497.9796
4787,38,10,0.8923,20.7708,494.3244
4788,84,15,0.8923,23.0726,508.3285
4789,34,11,0.8922,25.8768,491.4947
4790,44,10,0.8922,25.5888,496.6953
4791,63,13,0.8922,20.7613,517.8285
4792,87,14,0.8922,27.4709,506.7146
4793,121,15,0.8922,21.8007,503.8972
4794,41,11,0.8921,29.0546,486.9392
4795,85,13,0.8921,34.0203,498.9016
4796,38,9,0.8921,38.1630,498.6941
4797,32,8,0.8921,31.7441,492.5678
4798,29,8,0.8920,27.2118,498.7983
4799,102,16,0.8920,26.2373,509.6220
4800,72,13,0.8920,31.5137,495.7551
4801,34,8,0.8920,33.2431,496.6712
4802,34,8,0.8920,23.4615,489.2399
4803,28,6,0.8919,31.7842,494.0261
4804,33,8,0.8919,21.0130,497.9936
4805,38,9,0.8919,30.7725,483.1707
4806,35,8,0.8919,26.2307,497.1028
4807,46,10,0.8918,29.3815,489.8367
4808,43,12,0.8918,28.1646,492.3483
4809,82,16,0.8918,27.7069,511.3565
4810,32,8,0.8918,19.1145,485.3906
4811,40,10,0.8918,40.3778,502.4169
4812,85,15,0.8917,32.6244,495.5008
4813,53,10,0.8917,33.5272,501.5241
4814,87,16,0.8917,25.3396,492.0661
4815,121,15,0.8917,27.8494,500.2873
4816,40,11,0.8916,15.9497,500.5043
4817,34,8,0.8916,28.4768,495.8446
4818,65,13,0.8916,35.7291,499.4767
4819,85,13,0.8916,24.4127,510.4837
4820,33,9,0.8915,24.7021,495.2131
4821,51,10,0.8915,39.2418,498.4638
4822,37,10,0.8915,35.0532,495.6641
4823,84,14,0.8915,30.5503,492.5591
4824,33,8,0.8915,25.1737,496.7011
4825,44,11,0.8914,25.7933,490.9762
4826,38,8,0.8914,25.6302,499.3864
4827,42,11,0.8914,30.5143,506.3836
4828,50,11,0.8914,23.0620,499.5836
4829,69,13,0.8913,26.2980,491.7411
4830,58,13,0.8913,31.7958,506.0137
4831,86,17,0.8913,31.5273,499.0612
4832,32,9,0.8913,36.3289,492.0644
4833,127,17,0.8913,39.9499,520.7582
4834,111,15,0.8912,27.1387,519.5480
4835,31,7,0.8912,30.5545,494.8571
4836,87,15,0.8912,25.5245,507.9518
4837,138,18,0.8912,21.1815,499.6310
4838,52,11,0.8911,15.1095,493.3216
4839,73,15,0.8911,24.5849,513.7970
4840,55,11,0.8911,32.3338,498.9573
4841,27,6,0.8911,15.5753,489.0973
4842,85,13,0.8911,18.9513,505.9544
4843,38,9,0.8910,46.3986,512.5458
4844,202,23,0.8910,27.2854,517.5222
4845,82,14,0.8910,22.3527,496.0299
4846,34,8,0.8910,25.1729,488.2990
4847,35,8,0.8909,28.0559,495.4342
4848,54,10,0.8909,41.6128,507.4318
4849,52,10,0.8909,50.2711,506.3502
4850,103,16,0.8909,28.8997,510.2021
4851,26,7,0.8909,28.3647,498.7479
4852,115,13,0.8908,32.0103,511.8743
4853,87,15,0.8908,31.5354,503.2878
4854,59,14,0.8908,25.9426,510.2003
4855,34,7,0.8908,18.5390,502.4301
4856,30,7,0.8907,19.2174,490.7813
4857,33,8,0.8907,35.5291,506.0208
4858,34,8,0.8907,19.2706,498.7704
4859,34,10,0.8907,23.0696,494.4555
4860,59,13,0.8906,28.2496,504.9375
4861,62,13,0.8906,35.8897,499.3111
4862,221,25,0.8906,26.3147,512.5974
4863,37,10,0.8906,21.4249,501.7785
4864,73,13,0.8906,27.4764,503.6169
4865,57,11,0.8905,25.4530,510.3039
4866,54,10,0.8905,35.5206,503.8890
4867,45,10,0.8905,29.1072,492.9375
4868,40,10,0.8905,24.4939,511.6699
4869,52,10,0.8904,35.6693,500.9150
4870,32,8,0.8904,47.7352,500.4426
4871,70,15,0.8904,31.7677,510.6746
4872,123,14,0.8904,20.1831,518.5263
4873,59,13,0.8904,28.0358,504.0797
4874,39,8,0.8903,27.8936,514.6866
4875,78,16,0.8903,34.1124,506.5497
4876,33,9,0.8903,34.5883,495.5672
4877,40,11,0.8903,35.2393,505.3086
4878,105,17,0.8902,21.0810,511.6913
4879,37,9,0.8902,21.2249,493.2883
4880,37,9,0.8902,34.8497,505.2251
4881,22,5,0.8902,21.7634,497.7662
4882,84,13,0.8902,30.5225,508.2014
4883,41,10,0.8901,29.5602,501.6179
4884,123,15,0.8901,33.4240,520.6027
4885,84,14,0.8901,24.7059,502.1310
4886,61,14,0.8901,21.0007,504.1351
4887,55,13,0.8900,24.1787,498.5416
4888,36,10,0.8900,26.5820,506.3262
4889,42,10,0.8900,35.6221,517.8245
4890,51,11,0.8900,27.5678,498.1134
4891,36,10,0.8900,31.9034,502.1679
4892,32,7,0.8899,38.0713,494.7712
4893,42,9,0.8899,30.7916,518.1207
4894,42,11,0.8899,25.1507,510.2197
4895,51,11,0.8899,28.6548,499.4959
4896,59,12,0.8898,33.9618,507.4350
4897,58,12,0.8898,25.3372,501.5237
4898,41,11,0.8898,24.2741,498.4682
4899,29,7,0.8898,23.8127,499.7187
4900,53,10,0.8898,26.7302,506.9349
4901,75,14,0.8897,27.6338,509.0148
4902,38,9,0.8897,26.6462,511.3896
4903,64,16,0.8897,26.9824,493.8856
4904,55,12,0.8897,22.8532,508.7527
4905,197,24,0.8896,28.4852,516.3144
4906,54,13,0.8896,29.3447,488.5993
4907,60,13,0.8896,21.3056,513.2185
4908,37,10,0.8896,26.0562,504.7241
4909,120,14,0.8895,27.8168,526.3573
4910,41,10,0.8895,12.2587,501.4141
4911,30,8,0.8895,29.9691,503.2255
4912,117,14,0.8895,27.7767,519.1711
4913,38,9,0.8895,36.9639,517.7710
4914,116,16,0.8894,32.3685,524.1474
4915,64,12,0.8894,36.1299,514.2136
4916,57,13,0.8894,32.2487,514.4982
4917,42,12,0.8894,30.0639,505.8641
4918,45,8,0.8893,36.7577,512.3960
4919,26,7,0.8893,31.3831,502.2262
4920,158,17,0.8893,22.6091,519.7666
4921,42,10,0.8893,23.3111,515.3748
4922,122,14,0.8893,33.0077,517.7094
